reaction,FBAmodel,upper_bound
EX_MGlcn175_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn176__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn176__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn176_e_f,Escherichia_coli_SE11,1000
EX_MGlcn176_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn177__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn177__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn177_e_f,Escherichia_coli_SE11,1000
EX_MGlcn177_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn178__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn178__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn178_e_f,Escherichia_coli_SE11,1000
EX_MGlcn178_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn179__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn179__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn179_e_f,Escherichia_coli_SE11,1000
EX_MGlcn179_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn18__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn18__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn18_e_f,Escherichia_coli_SE11,1000
EX_MGlcn18_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn180__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn180__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn180_e_f,Escherichia_coli_SE11,1000
EX_MGlcn180_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn181__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn181__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn181_e_f,Escherichia_coli_SE11,1000
EX_MGlcn181_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn182__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn182__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn182_e_f,Escherichia_coli_SE11,1000
EX_MGlcn182_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn195__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn195__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn195_e_f,Escherichia_coli_SE11,1000
EX_MGlcn195_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn196__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn196__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn196_e_f,Escherichia_coli_SE11,1000
EX_MGlcn196_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn2__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn2__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn2_e_f,Escherichia_coli_SE11,1000
EX_MGlcn2_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn21__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn21__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn21_e_f,Escherichia_coli_SE11,1000
EX_MGlcn21_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn22__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn22__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn22_e_f,Escherichia_coli_SE11,1000
EX_MGlcn22_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn23__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn23__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn23_e_f,Escherichia_coli_SE11,1000
EX_MGlcn23_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn25__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn25__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn25_e_f,Escherichia_coli_SE11,1000
EX_MGlcn25_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn26__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn26__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn26_e_f,Escherichia_coli_SE11,1000
EX_MGlcn26_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn27__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn27__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn27_e_f,Escherichia_coli_SE11,1000
EX_MGlcn27_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn28__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn28__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn28_e_f,Escherichia_coli_SE11,1000
EX_MGlcn28_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn29__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn29__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn29_e_f,Escherichia_coli_SE11,1000
EX_MGlcn29_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn3__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn3__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn3_e_f,Escherichia_coli_SE11,1000
EX_MGlcn3_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn30__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn30__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn30_e_f,Escherichia_coli_SE11,1000
EX_MGlcn30_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn31__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn31__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn31_e_f,Escherichia_coli_SE11,1000
EX_MGlcn31_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn32__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn32__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn32_e_f,Escherichia_coli_SE11,1000
EX_MGlcn32_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn34__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn34__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn34_e_f,Escherichia_coli_SE11,1000
EX_MGlcn34_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn35__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn35__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn35_e_f,Escherichia_coli_SE11,1000
EX_MGlcn35_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn36__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn36__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn36_e_f,Escherichia_coli_SE11,1000
EX_MGlcn36_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn39__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn39__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn39_e_f,Escherichia_coli_SE11,1000
EX_MGlcn39_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn4__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn4__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn4_e_f,Escherichia_coli_SE11,1000
EX_MGlcn4_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn42__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn42__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn42_e_f,Escherichia_coli_SE11,1000
EX_MGlcn42_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn45__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn45__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn45_e_f,Escherichia_coli_SE11,1000
EX_MGlcn45_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn46__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn46__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn46_e_f,Escherichia_coli_SE11,1000
EX_MGlcn46_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn48__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn48__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn48_e_f,Escherichia_coli_SE11,1000
EX_MGlcn48_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn5__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn5__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn5_e_f,Escherichia_coli_SE11,1000
EX_MGlcn5_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn51__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn51__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn51_e_f,Escherichia_coli_SE11,1000
EX_MGlcn51_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn53__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn53__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn53_e_f,Escherichia_coli_SE11,1000
EX_MGlcn53_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn55__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn55__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn55_e_f,Escherichia_coli_SE11,1000
EX_MGlcn55_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn56__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn56__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn56_e_f,Escherichia_coli_SE11,1000
EX_MGlcn56_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn57__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn57__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn57_e_f,Escherichia_coli_SE11,1000
EX_MGlcn57_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn58__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn58__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn58_e_f,Escherichia_coli_SE11,1000
EX_MGlcn58_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn6__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn6__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn6_e_f,Escherichia_coli_SE11,1000
EX_MGlcn6_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn61__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn61__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn61_e_f,Escherichia_coli_SE11,1000
EX_MGlcn61_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn64__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn64__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn64_e_f,Escherichia_coli_SE11,1000
EX_MGlcn64_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn65__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn65__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn65_e_f,Escherichia_coli_SE11,1000
EX_MGlcn65_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn66__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn66__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn66_e_f,Escherichia_coli_SE11,1000
EX_MGlcn66_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn68__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn68__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn68_e_f,Escherichia_coli_SE11,1000
EX_MGlcn68_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn69__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn69__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn69_e_f,Escherichia_coli_SE11,1000
EX_MGlcn69_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn70__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn70__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn70_e_f,Escherichia_coli_SE11,1000
EX_MGlcn70_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn71__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn71__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn71_e_f,Escherichia_coli_SE11,1000
EX_MGlcn71_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn72__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn72__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn72_e_f,Escherichia_coli_SE11,1000
EX_MGlcn72_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn74__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn74__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn74_e_f,Escherichia_coli_SE11,1000
EX_MGlcn74_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn75__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn75__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn75_e_f,Escherichia_coli_SE11,1000
EX_MGlcn75_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn77__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn77__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn77_e_f,Escherichia_coli_SE11,1000
EX_MGlcn77_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn78__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn78__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn78_e_f,Escherichia_coli_SE11,1000
EX_MGlcn78_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn79__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn79__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn79_e_f,Escherichia_coli_SE11,1000
EX_MGlcn79_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn80__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn80__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn80_e_f,Escherichia_coli_SE11,1000
EX_MGlcn80_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn81__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn81__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn81_e_f,Escherichia_coli_SE11,1000
EX_MGlcn81_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn82__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn82__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn82_e_f,Escherichia_coli_SE11,1000
EX_MGlcn82_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn83__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn83__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn83_e_f,Escherichia_coli_SE11,1000
EX_MGlcn83_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn84__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn84__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn84_e_f,Escherichia_coli_SE11,1000
EX_MGlcn84_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn85__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn85__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn85_e_f,Escherichia_coli_SE11,1000
EX_MGlcn85_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn90__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn90__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn90_e_f,Escherichia_coli_SE11,1000
EX_MGlcn90_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn91__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn91__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn91_e_f,Escherichia_coli_SE11,1000
EX_MGlcn91_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn92__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn92__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn92_e_f,Escherichia_coli_SE11,1000
EX_MGlcn92_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn93__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn93__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn93_e_f,Escherichia_coli_SE11,1000
EX_MGlcn93_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn94__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn94__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn94_e_f,Escherichia_coli_SE11,1000
EX_MGlcn94_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn95__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn95__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn95_e_f,Escherichia_coli_SE11,1000
EX_MGlcn95_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn96__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn96__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn96_e_f,Escherichia_coli_SE11,1000
EX_MGlcn96_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn97__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn97__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn97_e_f,Escherichia_coli_SE11,1000
EX_MGlcn97_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn98__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn98__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn98_e_f,Escherichia_coli_SE11,1000
EX_MGlcn98_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn99__rl_e_f,Escherichia_coli_SE11,1000
EX_MGlcn99__rl_e_r,Escherichia_coli_SE11,1e-06
EX_MGlcn99_e_f,Escherichia_coli_SE11,1000
EX_MGlcn99_e_r,Escherichia_coli_SE11,1e-06
EX_mn2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mn2_e_f,Escherichia_coli_SE11,1000
EX_mn2_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_mn2_e_r,Escherichia_coli_SE11,5e-10
EX_mnl_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mnl_e_f,Escherichia_coli_SE11,1000
EX_mnl_e_r,Clostridium_butyricum_DSM_10702,1.9735e-11
EX_mnl_e_r,Escherichia_coli_SE11,1.9735e-11
EX_mobd_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mobd_e_r,Clostridium_butyricum_DSM_10702,1e-09
EX_mops_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mops_e_f,Escherichia_coli_SE11,1000
EX_mops_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_mops_e_r,Escherichia_coli_SE11,5e-07
EX_mqn8_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mqn8_e_r,Clostridium_butyricum_DSM_10702,1e-09
EX_mso3_e_f,Clostridium_butyricum_DSM_10702,1000
EX_mso3_e_f,Escherichia_coli_SE11,1000
EX_mso3_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_mso3_e_r,Escherichia_coli_SE11,5e-07
EX_n2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_n2_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_na1_e_f,Clostridium_butyricum_DSM_10702,1000
EX_na1_e_f,Escherichia_coli_SE11,1000
EX_na1_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_na1_e_r,Escherichia_coli_SE11,5e-10
EX_nac_e_f,Clostridium_butyricum_DSM_10702,1000
EX_nac_e_f,Escherichia_coli_SE11,1000
EX_nac_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_nac_e_r,Escherichia_coli_SE11,5e-10
EX_nchlphncl_e_f,Clostridium_butyricum_DSM_10702,1000
EX_nchlphncl_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_nh4_e_f,Clostridium_butyricum_DSM_10702,1000
EX_nh4_e_f,Escherichia_coli_SE11,1000
EX_nh4_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_nh4_e_r,Escherichia_coli_SE11,5e-10
EX_nmn_e_f,Escherichia_coli_SE11,1000
EX_nmn_e_r,Escherichia_coli_SE11,1e-10
EX_no2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_no2_e_f,Escherichia_coli_SE11,1000
EX_no2_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_no2_e_r,Escherichia_coli_SE11,5e-11
EX_no3_e_f,Clostridium_butyricum_DSM_10702,1000
EX_no3_e_f,Escherichia_coli_SE11,1000
EX_no3_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_no3_e_r,Escherichia_coli_SE11,5e-11
EX_nzp_e_f,Clostridium_butyricum_DSM_10702,1000
EX_nzp_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_o2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_o2_e_f,Escherichia_coli_SE11,1000
EX_o2_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_o2_e_r,Escherichia_coli_SE11,5e-07
EX_ocdca_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ocdca_e_f,Escherichia_coli_SE11,1000
EX_ocdca_e_r,Clostridium_butyricum_DSM_10702,4.23205e-11
EX_ocdca_e_r,Escherichia_coli_SE11,4.23205e-11
EX_orn_e_f,Escherichia_coli_SE11,1000
EX_orn_e_r,Escherichia_coli_SE11,5e-08
EX_orot_e_f,Clostridium_butyricum_DSM_10702,1000
EX_orot_e_r,Clostridium_butyricum_DSM_10702,1e-10
EX_oxa_e_f,Escherichia_coli_SE11,1000
EX_oxa_e_r,Escherichia_coli_SE11,1.1842e-10
EX_pac_e_f,Escherichia_coli_SE11,1000
EX_pac_e_r,Escherichia_coli_SE11,1e-06
EX_pb_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pb_e_f,Escherichia_coli_SE11,1000
EX_pb_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_pb_e_r,Escherichia_coli_SE11,5e-07
EX_pcresol_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pcresol_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_pect_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pect_e_r,Clostridium_butyricum_DSM_10702,7.39645e-13
EX_phe__L_e_f,Clostridium_butyricum_DSM_10702,1000
EX_phe__L_e_f,Escherichia_coli_SE11,1000
EX_phe__L_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_phe__L_e_r,Escherichia_coli_SE11,5e-10
EX_pi_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pi_e_f,Escherichia_coli_SE11,1000
EX_pi_e_r,Clostridium_butyricum_DSM_10702,5e-09
EX_pi_e_r,Escherichia_coli_SE11,5e-09
EX_pime_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pime_e_r,Clostridium_butyricum_DSM_10702,1e-09
EX_pnto__R_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pnto__R_e_f,Escherichia_coli_SE11,1000
EX_pnto__R_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_pnto__R_e_r,Escherichia_coli_SE11,5e-10
EX_ppa_e_f,Escherichia_coli_SE11,1000
EX_ppa_e_r,Escherichia_coli_SE11,1e-06
EX_ppal_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ppal_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_ppi_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ppi_e_f,Escherichia_coli_SE11,1000
EX_ppi_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_ppi_e_r,Escherichia_coli_SE11,5e-07
EX_pppn_e_f,Escherichia_coli_SE11,1000
EX_pppn_e_r,Escherichia_coli_SE11,1e-06
EX_pro__L_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pro__L_e_f,Escherichia_coli_SE11,1000
EX_pro__L_e_r,Clostridium_butyricum_DSM_10702,9e-11
EX_pro__L_e_r,Escherichia_coli_SE11,9e-11
EX_ptrc_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ptrc_e_f,Escherichia_coli_SE11,1000
EX_ptrc_e_r,Clostridium_butyricum_DSM_10702,2.5e-08
EX_ptrc_e_r,Escherichia_coli_SE11,2.5e-08
EX_pydam_e_f,Escherichia_coli_SE11,1000
EX_pydam_e_r,Escherichia_coli_SE11,1e-09
EX_pydx_e_f,Escherichia_coli_SE11,1000
EX_pydx_e_r,Escherichia_coli_SE11,1e-09
EX_pydxn_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pydxn_e_f,Escherichia_coli_SE11,1000
EX_pydxn_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_pydxn_e_r,Escherichia_coli_SE11,5e-10
EX_pyr_e_f,Clostridium_butyricum_DSM_10702,1000
EX_pyr_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_r406_e_f,Clostridium_butyricum_DSM_10702,1000
EX_r406_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_r788_e_f,Clostridium_butyricum_DSM_10702,1000
EX_r788_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_raffin_e_f,Clostridium_butyricum_DSM_10702,1000
EX_raffin_e_r,Clostridium_butyricum_DSM_10702,1.041666667e-10
EX_rib__D_e_f,Clostridium_butyricum_DSM_10702,1000
EX_rib__D_e_f,Escherichia_coli_SE11,1000
EX_rib__D_e_r,Clostridium_butyricum_DSM_10702,2.3685e-11
EX_rib__D_e_r,Escherichia_coli_SE11,2.3685e-11
EX_ribflv_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ribflv_e_r,Clostridium_butyricum_DSM_10702,1e-09
EX_rmn_e_f,Escherichia_coli_SE11,1000
EX_rmn_e_r,Escherichia_coli_SE11,3.947e-11
EX_salcn_e_f,Clostridium_butyricum_DSM_10702,1000
EX_salcn_e_f,Escherichia_coli_SE11,1000
EX_salcn_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_salcn_e_r,Escherichia_coli_SE11,5e-07
EX_sbt__D_e_f,Clostridium_butyricum_DSM_10702,1000
EX_sbt__D_e_f,Escherichia_coli_SE11,1000
EX_sbt__D_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_sbt__D_e_r,Escherichia_coli_SE11,5e-07
EX_sel_e_f,Escherichia_coli_SE11,1000
EX_sel_e_r,Escherichia_coli_SE11,1e-09
EX_selni_e_f,Escherichia_coli_SE11,1000
EX_selni_e_r,Escherichia_coli_SE11,1e-06
EX_ser__D_e_f,Escherichia_coli_SE11,1000
EX_ser__D_e_r,Escherichia_coli_SE11,1e-06
EX_ser__L_e_f,Escherichia_coli_SE11,1000
EX_ser__L_e_r,Escherichia_coli_SE11,1e-09
EX_sheme_e_f,Clostridium_butyricum_DSM_10702,1000
EX_sheme_e_r,Clostridium_butyricum_DSM_10702,1e-10
EX_so3_e_f,Escherichia_coli_SE11,1000
EX_so3_e_r,Escherichia_coli_SE11,1e-10
EX_so4_e_f,Clostridium_butyricum_DSM_10702,1000
EX_so4_e_f,Escherichia_coli_SE11,1000
EX_so4_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_so4_e_r,Escherichia_coli_SE11,5e-10
EX_spmd_e_f,Clostridium_butyricum_DSM_10702,1000
EX_spmd_e_f,Escherichia_coli_SE11,1000
EX_spmd_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_spmd_e_r,Escherichia_coli_SE11,5e-10
EX_sTn__antigen_e_f,Escherichia_coli_SE11,1000
